series	point	case	invocation	phase	round	messages	elapsed_ns	semantic_pass
regression-retest	aa-child	unconfined	2	measured	1	65536	25605470	1
regression-retest	aa-child	unconfined	2	measured	2	65536	25554126	1
regression-retest	aa-child	unconfined	2	measured	3	65536	25547035	1
regression-retest	aa-child	unconfined	2	measured	4	65536	25527969	1
regression-retest	aa-child	unconfined	2	measured	5	65536	25534815	1
regression-retest	aa-child	unconfined	2	measured	6	65536	25527075	1
regression-retest	aa-child	unconfined	2	measured	7	65536	25551891	1
regression-retest	aa-child	unconfined	2	measured	8	65536	25547301	1
regression-retest	aa-child	unconfined	2	measured	9	65536	25545131	1
regression-retest	aa-child	unconfined	2	measured	10	65536	25562202	1
regression-retest	aa-child	unconfined	2	measured	11	65536	25556532	1
regression-retest	aa-child	unconfined	2	measured	12	65536	25558734	1
regression-retest	aa-child	unconfined	2	measured	13	65536	25553326	1
regression-retest	aa-child	unconfined	2	measured	14	65536	25529612	1
regression-retest	aa-latest	unconfined	0	measured	0	65536	27091239	1
regression-retest	aa-latest	unconfined	0	measured	1	65536	27088665	1
regression-retest	aa-latest	unconfined	0	measured	2	65536	27107246	1
regression-retest	aa-latest	unconfined	0	measured	3	65536	27094675	1
regression-retest	aa-latest	unconfined	0	measured	4	65536	27079504	1
regression-retest	aa-latest	unconfined	0	measured	5	65536	27074099	1
regression-retest	aa-latest	unconfined	0	measured	6	65536	27063620	1
regression-retest	aa-latest	unconfined	0	measured	7	65536	27072499	1
regression-retest	aa-latest	unconfined	0	measured	8	65536	27077782	1
regression-retest	aa-latest	unconfined	0	measured	9	65536	27072631	1
regression-retest	aa-latest	unconfined	0	measured	10	65536	27071406	1
regression-retest	aa-latest	unconfined	0	measured	11	65536	27063808	1
regression-retest	aa-latest	unconfined	0	measured	12	65536	27065515	1
regression-retest	aa-latest	unconfined	0	measured	13	65536	27064812	1
regression-retest	aa-latest	unconfined	0	measured	14	65536	27079353	1
regression-retest	aa-latest	unconfined	1	measured	0	65536	27120507	1
regression-retest	aa-latest	unconfined	1	measured	1	65536	27115609	1
regression-retest	aa-latest	unconfined	1	measured	2	65536	27100402	1
regression-retest	aa-latest	unconfined	1	measured	3	65536	27113868	1
regression-retest	aa-latest	unconfined	1	measured	4	65536	27102454	1
regression-retest	aa-latest	unconfined	1	measured	5	65536	27090828	1
regression-retest	aa-latest	unconfined	1	measured	6	65536	27115408	1
regression-retest	aa-latest	unconfined	1	measured	7	65536	27106675	1
regression-retest	aa-latest	unconfined	1	measured	8	65536	27128097	1
regression-retest	aa-latest	unconfined	1	measured	9	65536	27126956	1
regression-retest	aa-latest	unconfined	1	measured	10	65536	27116509	1
regression-retest	aa-latest	unconfined	1	measured	11	65536	27113332	1
regression-retest	aa-latest	unconfined	1	measured	12	65536	27115251	1
regression-retest	aa-latest	unconfined	1	measured	13	65536	27113270	1
regression-retest	aa-latest	unconfined	1	measured	14	65536	27097646	1
regression-retest	aa-latest	unconfined	2	measured	0	65536	27143019	1
regression-retest	aa-latest	unconfined	2	measured	1	65536	27130099	1
regression-retest	aa-latest	unconfined	2	measured	2	65536	27130279	1
regression-retest	aa-latest	unconfined	2	measured	3	65536	27164984	1
regression-retest	aa-latest	unconfined	2	measured	4	65536	27150752	1
regression-retest	aa-latest	unconfined	2	measured	5	65536	27142300	1
regression-retest	aa-latest	unconfined	2	measured	6	65536	27150604	1
regression-retest	aa-latest	unconfined	2	measured	7	65536	27151558	1
regression-retest	aa-latest	unconfined	2	measured	8	65536	27143974	1
regression-retest	aa-latest	unconfined	2	measured	9	65536	27126605	1
regression-retest	aa-latest	unconfined	2	measured	10	65536	27134546	1
regression-retest	aa-latest	unconfined	2	measured	11	65536	27137094	1
regression-retest	aa-latest	unconfined	2	measured	12	65536	27139123	1
regression-retest	aa-latest	unconfined	2	measured	13	65536	27141272	1
regression-retest	aa-latest	unconfined	2	measured	14	65536	27154124	1
regression-retest	aa-parent-b	unconfined	0	measured	0	65536	22651517	1
regression-retest	aa-parent-b	unconfined	0	measured	1	65536	22619792	1
regression-retest	aa-parent-b	unconfined	0	measured	2	65536	22578242	1
regression-retest	aa-parent-b	unconfined	0	measured	3	65536	22595777	1
regression-retest	aa-parent-b	unconfined	0	measured	4	65536	22572197	1
regression-retest	aa-parent-b	unconfined	0	measured	5	65536	22568784	1
regression-retest	aa-parent-b	unconfined	0	measured	6	65536	22578227	1
regression-retest	aa-parent-b	unconfined	0	measured	7	65536	22568021	1
regression-retest	aa-parent-b	unconfined	0	measured	8	65536	22580169	1
regression-retest	aa-parent-b	unconfined	0	measured	9	65536	22595747	1
regression-retest	aa-parent-b	unconfined	0	measured	10	65536	22570025	1
regression-retest	aa-parent-b	unconfined	0	measured	11	65536	22581083	1
regression-retest	aa-parent-b	unconfined	0	measured	12	65536	22592420	1
regression-retest	aa-parent-b	unconfined	0	measured	13	65536	22567561	1
regression-retest	aa-parent-b	unconfined	0	measured	14	65536	22576546	1
regression-retest	aa-parent-b	unconfined	1	measured	0	65536	22604073	1
regression-retest	aa-parent-b	unconfined	1	measured	1	65536	22585477	1
regression-retest	aa-parent-b	unconfined	1	measured	2	65536	22567485	1
regression-retest	aa-parent-b	unconfined	1	measured	3	65536	22570479	1
regression-retest	aa-parent-b	unconfined	1	measured	4	65536	22571610	1
regression-retest	aa-parent-b	unconfined	1	measured	5	65536	22576245	1
regression-retest	aa-parent-b	unconfined	1	measured	6	65536	22577550	1
regression-retest	aa-parent-b	unconfined	1	measured	7	65536	22585040	1
regression-retest	aa-parent-b	unconfined	1	measured	8	65536	22579810	1
regression-retest	aa-parent-b	unconfined	1	measured	9	65536	22571256	1
regression-retest	aa-parent-b	unconfined	1	measured	10	65536	22587359	1
regression-retest	aa-parent-b	unconfined	1	measured	11	65536	22567616	1
regression-retest	aa-parent-b	unconfined	1	measured	12	65536	22589783	1
regression-retest	aa-parent-b	unconfined	1	measured	13	65536	22596267	1
regression-retest	aa-parent-b	unconfined	1	measured	14	65536	22589828	1
regression-retest	aa-parent-b	unconfined	2	measured	0	65536	22688039	1
regression-retest	aa-parent-b	unconfined	2	measured	1	65536	22645150	1
regression-retest	aa-parent-b	unconfined	2	measured	2	65536	22669523	1
regression-retest	aa-parent-b	unconfined	2	measured	3	65536	22680987	1
regression-retest	aa-parent-b	unconfined	2	measured	4	65536	22669042	1
regression-retest	aa-parent-b	unconfined	2	measured	5	65536	22653548	1
regression-retest	aa-parent-b	unconfined	2	measured	6	65536	22624604	1
regression-retest	aa-parent-b	unconfined	2	measured	7	65536	22736137	1
regression-retest	aa-parent-b	unconfined	2	measured	8	65536	22651855	1
regression-retest	aa-parent-b	unconfined	2	measured	9	65536	22663738	1
regression-retest	aa-parent-b	unconfined	2	measured	10	65536	22699407	1
regression-retest	aa-parent-b	unconfined	2	measured	11	65536	22662723	1
regression-retest	aa-parent-b	unconfined	2	measured	12	65536	22658900	1
regression-retest	aa-parent-b	unconfined	2	measured	13	65536	22673603	1
regression-retest	aa-parent-b	unconfined	2	measured	14	65536	22681257	1
