experiment	arm	metric	contrast	min_change_percent	max_change_percent	min_drop_first_percent	max_drop_first_percent	max_cv_percent	old_drift_percent	new_drift_percent	stability_pass	signal_direction	signal_pass
root-reuse-r1	original-cb0	create_ns	prototype-over-notify	0.801628682566724	3.149559157067361	0.8806149181679102	3.0257309132908583	2.665926413736891	0.5865093969005475	1.732587286365317	True	faster	False
root-reuse-r1	original-cb0	remove_ns	prototype-over-notify	-4.973085402617428	-4.2924386205798974	-5.069934451864122	-4.307390377020326	2.676215839748227	0.25049510336880854	-0.46245981791758206	True	faster	False
root-reuse-r1	original-cb1	create_ns	prototype-over-notify	0.5917207663779234	2.276508322750437	0.5573925939216684	2.2152310074652792	0.7939384602230524	0.5622629947692248	1.1063931276767303	True	faster	False
root-reuse-r1	original-cb1	remove_ns	prototype-over-notify	-4.7008699952498345	-4.211142634714548	-4.877385989198468	-4.269278756275963	1.195928794303574	0.11628626616850823	-0.3955653830557182	True	faster	False
root-reuse-r1	control-scx	create_ns	prototype-over-notify	0.5245655474384714	2.354511562078576	0.46942907932412403	2.2944028343572453	0.9200129488796609	0.4773706081236506	1.3366454792146376	True	faster	False
root-reuse-r1	control-scx	remove_ns	prototype-over-notify	-5.076764660705157	-4.051578727032979	-4.9606897476424	-4.147260067690439	1.083719614827886	0.21632310984016634	-0.8544643342206726	True	faster	False
root-reuse-r1	control-disabled	create_ns	prototype-over-notify	-0.26489429556568744	1.9707224216900743	-0.3444170619198217	2.2356684332313304	1.4375112502533567	0.8642819288099401	1.3654710191001396	True	faster	False
root-reuse-r1	control-disabled	remove_ns	prototype-over-notify	-4.7678743291519226	-3.9335281257090737	-4.8952238898324225	-3.8975847625910442	0.7905890360763143	0.4319344816089865	-0.44032616879567943	True	faster	False
mainline-r1	control-disabled	create_ns	latest-over-v7.2	0.11264842866682834	0.9659669619818345	-0.98939393687002	-0.1814360083826294	7.50652716611484	0.8523583650102307		False	none	False
mainline-r1	control-disabled	remove_ns	latest-over-v7.2	-2.355397524352243	-2.0187723539006996	-2.4592185504573316	-2.0387750416729467	0.7495939607353351	0.34474529253729624		True	none	False
